P,0,0
P,1,0
P,2,0
P,3,0
P,4,0
P,5,0
P,6,0
P,7,0
P,8,0
P,9,0
P,10,0
P,11,0
P,12,0
P,13,0
P,14,0
P,15,0
P,16,0
P,17,0
P,18,0
P,19,0
P,20,0
P,21,0
P,22,0
P,23,0
N,0,1
V,1,1
N,2,1
N,3,1
R,4,1
N,5,1
R,6,1
N,7,1
N,8,1
C,9,1,2
2,9,1
N,10,1
N,11,1
R,12,1
N,13,1
N,14,1
N,15,1
C,16,1,2
2,16,1
N,17,1
N,18,1
N,19,1
N,20,1
R,21,1
V,22,1
N,23,1
N,0,2
V,1,2
B,2,2
N,3,2
R,4,2
N,5,2
R,6,2
S,7,2
N,8,2
C,9,2,2
2,9,2
N,10,2
N,11,2
R,12,2
N,13,2
N,14,2
N,15,2
C,16,2,2
2,16,2
K,17,2
N,18,2
B,19,2
N,20,2
R,21,2
V,22,2
N,23,2
P,0,3
P,1,3
P,2,3
P,3,3
R,4,3
N,5,3
R,6,3
P,7,3
P,8,3
C,9,3,2
2,9,3
P,10,3
P,11,3
R,12,3
P,13,3
P,14,3
P,15,3
C,16,3,2
2,16,3
P,17,3
P,18,3
P,19,3
P,20,3
R,21,3
V,22,3
N,23,3
N,0,4
V,1,4
N,2,4
N,3,4
R,4,4
N,5,4
R,6,4
V,7,4
N,8,4
N,9,4
R,10,4
N,11,4
R,12,4
N,13,4
N,14,4
V,15,4
N,16,4
N,17,4
V,18,4
R,19,4
N,20,4
R,21,4
V,22,4
N,23,4
N,0,5
V,1,5
B,2,5
K,3,5
R,4,5
P,5,5
P,6,5
P,7,5
P,8,5
N,9,5
R,10,5
N,11,5
R,12,5
N,13,5
B,14,5
V,15,5
N,16,5
N,17,5
V,18,5
R,19,5
N,20,5
R,21,5
V,22,5
N,23,5
P,0,6
P,1,6
P,2,6
P,3,6
R,4,6
N,5,6
N,6,6
C,7,6,2
2,7,6
N,8,6
N,9,6
R,10,6
P,11,6
P,12,6
P,13,6
P,14,6
P,15,6
P,16,6
P,17,6
P,18,6
R,19,6
N,20,6
R,21,6
V,22,6
N,23,6
N,0,7
V,1,7
N,2,7
N,3,7
R,4,7
N,5,7
B,6,7
C,7,7,2
2,7,7
N,8,7
K,9,7
R,10,7
V,11,7
N,12,7
R,13,7
N,14,7
N,15,7
C,16,7,2
2,16,7
N,17,7
N,18,7
R,19,7
P,20,7
R,21,7
V,22,7
N,23,7
N,0,8
V,1,8
N,2,8
H,3,8
R,4,8
N,5,8
P,6,8
C,7,8,2
2,7,8
P,8,8
P,9,8
P,10,8
P,11,8
N,12,8
R,13,8
N,14,8
N,15,8
C,16,8,2
2,16,8
N,17,8
N,18,8
R,19,8
V,20,8
R,21,8
V,22,8
N,23,8
P,0,9
P,1,9
P,2,9
P,3,9
P,4,9
N,5,9
N,6,9
N,7,9
N,8,9
N,9,9
N,10,9
N,11,9
N,12,9
R,13,9
P,14,9
P,15,9
C,16,9,2
2,16,9
P,17,9
P,18,9
P,19,9
P,20,9
P,21,9
P,22,9
P,23,9
N,0,10
N,1,10
N,2,10
N,3,10
V,4,10
N,5,10
N,6,10
N,7,10
N,8,10
B,9,10
N,10,10
N,11,10
N,12,10
R,13,10
V,14,10
N,15,10
N,16,10
N,17,10
N,18,10
N,19,10
N,20,10
N,21,10
V,22,10
N,23,10
N,0,11
N,1,11
N,2,11
N,3,11
V,4,11
P,5,11
P,6,11
P,7,11
P,8,11
P,9,11
P,10,11
P,11,11
P,12,11
P,13,11
P,14,11
N,15,11
N,16,11
N,17,11
N,18,11
N,19,11
N,20,11
N,21,11
V,22,11
N,23,11
