V,0,0
V,1,0
V,2,0
V,3,0
V,4,0
V,5,0
V,6,0
V,7,0
V,8,0
V,9,0
V,10,0
V,11,0
V,12,0
V,13,0
V,14,0
V,15,0
V,16,0
V,17,0
V,18,0
V,19,0
V,20,0
V,21,0
V,22,0
V,23,0
V,24,0
V,0,1
V,1,1
V,2,1
V,3,1
V,4,1
V,5,1
V,6,1
V,7,1
V,8,1
V,9,1
V,10,1
V,11,1
V,12,1
V,13,1
V,14,1
V,15,1
V,16,1
V,17,1
V,18,1
V,19,1
V,20,1
V,21,1
V,22,1
V,23,1
V,24,1
V,0,2
V,1,2
V,2,2
H,3,2
V,4,2
V,5,2
V,6,2
V,7,2
V,8,2
V,9,2
V,10,2
V,11,2
V,12,2
V,13,2
V,14,2
V,15,2
V,16,2
V,17,2
V,18,2
V,19,2
V,20,2
V,21,2
V,22,2
V,23,2
V,24,2
V,0,3
V,1,3
V,2,3
V,3,3
V,4,3
V,5,3
V,6,3
V,7,3
V,8,3
V,9,3
V,10,3
V,11,3
V,12,3
V,13,3
V,14,3
V,15,3
V,16,3
V,17,3
V,18,3
V,19,3
V,20,3
V,21,3
V,22,3
V,23,3
V,24,3
V,0,4
V,1,4
P,2,4
P,3,4
P,4,4
P,5,4
P,6,4
V,7,4
C,8,4
V,9,4
V,10,4
V,11,4
V,12,4
V,13,4
V,14,4
V,15,4
V,16,4
V,17,4
V,18,4
V,19,4
V,20,4
V,21,4
V,22,4
V,23,4
V,24,4
V,0,5
V,1,5
V,2,5
V,3,5
V,4,5
V,5,5
V,6,5
V,7,5
C,8,5
V,9,5
V,10,5
V,11,5
V,12,5
V,13,5
V,14,5
V,15,5
R,16,5
V,17,5
V,18,5
V,19,5
V,20,5
R,21,5
V,22,5
V,23,5
V,24,5
V,0,6
V,1,6
V,2,6
V,3,6
V,4,6
V,5,6
V,6,6
V,7,6
C,8,6
V,9,6
V,10,6
V,11,6
V,12,6
V,13,6
V,14,6
V,15,6
R,16,6
V,17,6
V,18,6
V,19,6
V,20,6
R,21,6
V,22,6
V,23,6
V,24,6
V,0,7
V,1,7
V,2,7
P,3,7
P,4,7
P,5,7
P,6,7
P,7,7
P,8,7
P,9,7
V,10,7
V,11,7
V,12,7
V,13,7
V,14,7
V,15,7
R,16,7
V,17,7
V,18,7
V,19,7
V,20,7
R,21,7
V,22,7
V,23,7
V,24,7
V,0,8
V,1,8
V,2,8
V,3,8
V,4,8
V,5,8
V,6,8
V,7,8
V,8,8
V,9,8
P,10,8
P,11,8
P,12,8
P,13,8
P,14,8
P,15,8
R,16,8
V,17,8
V,18,8
V,19,8
V,20,8
R,21,8
V,22,8
V,23,8
V,24,8
V,0,9
V,1,9
V,2,9
V,3,9
V,4,9
V,5,9
V,6,9
V,7,9
V,8,9
V,9,9
V,10,9
V,11,9
V,12,9
V,13,9
V,14,9
V,15,9
R,16,9
V,17,9
V,18,9
V,19,9
V,20,9
R,21,9
V,22,9
V,23,9
V,24,9
V,0,10
V,1,10
V,2,10
V,3,10
V,4,10
V,5,10
V,6,10
V,7,10
V,8,10
V,9,10
V,10,10
V,11,10
R,12,10
V,13,10
V,14,10
V,15,10
B,16,10
V,17,10
V,18,10
V,19,10
V,20,10
R,21,10
V,22,10
V,23,10
V,24,10
P,0,11
P,1,11
P,2,11
V,3,11
V,4,11
V,5,11
V,6,11
V,7,11
V,8,11
V,9,11
V,10,11
V,11,11
R,12,11
P,13,11
P,14,11
P,15,11
P,16,11
P,17,11
V,18,11
V,19,11
V,20,11
V,21,11
V,22,11
V,23,11
V,24,11
V,0,12
V,1,12
V,2,12
S,3,12
V,4,12
B,5,12
V,6,12
V,7,12
V,8,12
R,9,12
V,10,12
V,11,12
R,12,12
V,13,12
V,14,12
V,15,12
V,16,12
